Signal Strength (dBm),Data Throughput (Mbps),BB60C Measurement (dBm),Network Type_4G,Network Type_5G,Network Type_LTE
-91.00033917047416,4.129476046331807,-93.44324255976449,1,0,0
-88.51931115644352,2.775806338946536,0.0,0,0,0
-92.245964674031,1.5681668600638652,-94.42385244245938,0,0,1
-97.53668736537968,4.147799356575085,-93.8566316295955,1,0,0
-86.24245130009297,5.046828925130635,-84.98512550014263,1,0,0
-92.98680379453825,40.45173406992711,-96.28883240816448,0,1,0
-97.70360684493492,5.015405888564114,-101.89537923855096,1,0,0
-97.22194164721456,75.39903414630858,-99.7563428772645,0,1,0
-87.86767350189146,2.6076576174974697,0.0,0,0,0
-90.29713181046264,2.590391963631762,0.0,0,0,0
-93.24160054771896,7.211927962288014,-94.86171013269848,1,0,0
-84.97133005257193,2.161486061933497,-84.48251297569135,0,0,1
-84.6158025904778,2.5282977545737992,0.0,0,0,0
-87.65902785526598,6.591487964573139,-91.62434970973533,1,0,0
-86.16861050045586,1.4559321771040743,0.0,0,0,0
-88.1359525909201,5.505945710473954,-89.25503584282792,1,0,0
-92.80267746687258,83.54308644848125,-91.2181674664813,0,1,0
-84.97455823023427,2.684840356749537,-83.71501897609626,0,0,1
-98.95150302944714,1.0664294811176316,-103.82091648565796,0,0,1
-89.48924616140873,1.523141365532335,0.0,0,0,0
-89.44435496869896,30.77521003926424,-91.03135303346208,0,1,0
-84.02753040384583,1.181488181932172,0.0,0,0,0
-85.589134110591,9.15566010391138,-84.68492906793638,1,0,0
-92.33259631279996,2.0019395886228293,-91.25681856598186,0,0,1
-94.40779482057422,39.645911419474,-97.74920090344682,0,1,0
-91.40795976513556,22.43385771651633,-87.21310518966331,0,1,0
-93.8759276177456,19.330318694055247,-92.75616367082576,0,1,0
-83.06320858574917,2.023590782124935,0.0,0,0,0
-86.74726122321367,1.786002016720098,-89.5425685401815,0,0,1
-84.11271075775765,1.262687128898063,0.0,0,0,0
-86.87701128719281,2.7824094763159177,0.0,0,0,0
-82.50410299941602,1.0518426982103952,0.0,0,0,0
-91.33379122871126,5.922626639492789,-88.8364306462077,1,0,0
-92.21723296661344,4.574175124562253,-89.38809040681775,1,0,0
-96.9045720380726,52.91027439783874,-95.48546011229294,0,1,0
-98.09237141515229,24.764080377125783,-98.66566272445728,0,1,0
-88.32100346554232,2.3169187303628997,-83.6455289755376,0,0,1
-93.5691004805181,33.019823475114165,-90.6275382058928,0,1,0
-104.87385448140152,83.83780561321765,-109.1615256478337,0,1,0
-94.54360323163708,2.438708946136182,-91.63241048919892,0,0,1
-89.66705350516187,1.7036439868162028,0.0,0,0,0
-85.31676399547767,1.0293770615810292,-83.28578141269506,0,0,1
-87.42404943958303,2.4930315188323884,-85.62598373564293,0,0,1
-88.8684818286212,2.9982483522490773,-89.0193074459584,0,0,1
-99.66314814113876,56.5913529502177,-96.65194931954676,0,1,0
-96.01698279106516,6.774862777658929,-92.60042728712592,1,0,0
-96.07510631448504,28.42238209892875,-98.69847455278078,0,1,0
-88.29635078364612,8.532756394961588,-92.48330787646168,1,0,0
-101.56062540784554,76.94425500561206,-99.01684254601676,0,1,0
-89.08841293551649,4.472781544029339,-86.25993750021814,1,0,0
-86.81625656711327,2.4849600907537246,0.0,0,0,0
-91.09779989072749,1.1578397366289257,-94.99517337396136,0,0,1
-87.29808561275709,6.381526753999111,-88.09336069791047,1,0,0
-95.36940981186125,37.116574756338856,-94.34648304763866,0,1,0
-91.98659557856917,3.5638949631066565,-93.02461803063387,1,0,0
-90.2387988015362,7.235489194955837,-91.26960261963958,1,0,0
-92.2447612668614,2.776424024888086,-94.56920834385376,0,0,1
-88.15564831563225,7.56293826148827,-85.67751218659033,1,0,0
-96.47849593614332,8.454962926983061,-94.36129312481128,1,0,0
-89.00939242058733,2.986250108976714,0.0,0,0,0
-84.60372904398122,2.2980679643867346,-89.18565496277739,0,0,1
-87.18643576064156,1.0249830984634334,0.0,0,0,0
-95.59873329372822,20.39712425598292,-92.61228073998204,0,1,0
-102.18166386987684,60.92314599590321,-106.2531956589884,0,1,0
-85.75998995575867,20.840027990650988,-84.5407606276362,0,1,0
-86.38600205783241,2.8763842178194787,0.0,0,0,0
-95.77112194102638,96.38053169981524,-98.06133108574149,0,1,0
-86.90456413439378,2.7484630462677067,-84.52073637408482,0,0,1
-93.29061782156305,5.630698668884089,-94.90609736970023,1,0,0
-89.39278773086069,4.260461127284815,-88.63379449983199,1,0,0
-91.2436948748274,76.81471371325065,-94.77044789732987,0,1,0
-102.18006463500878,32.5975520896971,-102.80084010514656,0,1,0
-89.20618625525212,1.2904982291935057,-91.66802876403318,0,0,1
-92.11905361223953,34.299151286526225,-90.72444278790029,0,1,0
-91.1199943965534,1.9703796173021275,-91.69809209038053,0,0,1
-81.21683243580495,2.608071301981396,0.0,0,0,0
-90.31240014950028,5.291654322599305,-87.48765575396293,1,0,0
-90.96946511976236,1.2253439213474109,-89.90422510717465,0,0,1
-85.55273455227861,1.9070423206660188,0.0,0,0,0
-80.96053392357194,2.51554467030142,0.0,0,0,0
-95.12493196907865,6.542742418760327,-96.19488547354804,1,0,0
-88.11115808874143,1.907224557896876,-88.61881210840964,0,0,1
-90.7578382990096,2.378008008244041,-86.25285212912293,0,0,1
-88.4095427577501,2.4981721966664345,-85.89213230529285,0,0,1
-80.02662884897558,1.2882065108926113,0.0,0,0,0
-89.9111689340374,8.909697550568358,-94.19893250315022,1,0,0
-83.6092468745743,5.1852324993842585,-79.9504834501843,1,0,0
-97.45891283077918,18.33166513916072,-99.99631467665378,0,1,0
-87.1917143973134,2.19087422322833,-84.53000288206005,0,0,1
-83.87536990507775,2.5613651907072965,0.0,0,0,0
-92.1904915181352,3.193880798394689,-94.44031212098037,1,0,0
-95.79020001655113,98.23137562916337,-94.93958470600172,0,1,0
-99.55281135877742,29.013056771894213,-104.47811904072356,0,1,0
-79.9223336737995,2.936444912242332,0.0,0,0,0
-91.982860173413,6.39266090069186,-93.10683319625934,1,0,0
-85.030517919053,1.5252958510473091,0.0,0,0,0
-89.65933776264497,1.6594932789252843,-88.06307917799482,0,0,1
-97.82079931622197,63.88936916789717,-99.20185392151453,0,1,0
-89.24779739640569,6.870694998332545,-89.47701427774489,1,0,0
-94.6542290192675,4.199050907249839,-92.46934722798082,1,0,0
-86.56385251036912,2.180916309686905,0.0,0,0,0
-85.52768989416987,2.068950914234892,-82.93271333341886,0,0,1
-92.35486939252856,2.4289093705323213,-91.1870610116807,0,0,1
-90.36946070283592,5.980105079998953,-87.39089977465903,1,0,0
-85.41149857899538,1.5320984082456288,-80.97870860042227,0,0,1
-95.68448017846596,4.247502183775486,-94.22472785560048,1,0,0
-86.63407415414676,2.444041161068814,0.0,0,0,0
-97.8662823003818,2.958116944649828,-98.65279760612304,0,0,1
-98.71216938812351,44.8435048509999,-98.9059810100566,0,1,0
-88.80203530286234,8.178872085417666,-88.30346064474071,1,0,0
-100.59496439677228,16.42959736436339,-102.55884539391155,0,1,0
-82.17436185876782,1.5975977175914589,0.0,0,0,0
-83.33783553116942,36.49916188454322,-85.74999105349671,0,1,0
-90.91175963644758,1.1149790041135583,-90.30548655922266,0,0,1
-85.68332070246997,8.677641976724898,-87.98477245347637,1,0,0
-98.35242606308134,36.837635267887066,-102.6038340563334,0,1,0
-83.48326002314836,1.2116301322754173,0.0,0,0,0
-88.62146073244745,1.536351224843907,0.0,0,0,0
-86.68768984597448,1.2267349143342,-91.52234186041426,0,0,1
-81.60648837519577,1.354830410880993,0.0,0,0,0
-90.6036851219678,1.596192774332731,-92.73988035907176,0,0,1
-81.75449164260752,2.010454171585813,0.0,0,0,0
-84.59149047212637,1.209707861395768,0.0,0,0,0
-87.19191008090927,2.5862942085857203,0.0,0,0,0
-89.72827005638406,1.0356883008877384,-84.96440870485264,0,0,1
-81.72616204077082,2.779458722849772,0.0,0,0,0
-93.44808447190069,35.73579306088714,-96.38266193211804,0,1,0
-86.84711030558212,9.780582008888516,-88.36939260321849,1,0,0
-94.2358787919359,2.507119225197396,0.0,0,0,0
-92.39040698822276,53.41678771181042,-87.92087211464508,0,1,0
-98.16571213329708,4.555406417875407,-101.01214064037876,1,0,0
-90.93246473843284,2.48027206145715,-87.71387963696449,0,0,1
-77.3850364140322,2.3774402338166185,0.0,0,0,0
-91.7327067757991,9.6330968183983,-87.47874312987403,1,0,0
-89.9372824984457,7.001060005722107,-90.79031183216668,1,0,0
-85.36366310153325,1.776028127909017,0.0,0,0,0
-83.34070547490013,7.456064873322385,-82.9135938462224,1,0,0
-91.05886504823744,25.715494685579824,-95.15558003244604,0,1,0
-86.25265717969718,7.648539916392809,-83.81355864038379,1,0,0
-91.80618737685536,17.634356246209755,-92.87208009998808,0,1,0
-86.93319082668746,1.972455422366093,-87.3421265586629,0,0,1
-91.37554146635593,39.06279509895656,-93.47754425665906,0,1,0
-100.30410662950476,58.16785361748288,-96.41105472130651,0,1,0
-85.28692612262081,2.2141008630158323,0.0,0,0,0
-80.63336146513308,2.6971974428118823,0.0,0,0,0
-90.09900548469363,1.2486195259104444,-93.38432113073196,0,0,1
-98.56284040545351,65.6036910379077,-101.20538440551653,0,1,0
-90.72863391829068,7.191027428792845,-91.17796478815096,1,0,0
-101.67604345111408,7.107393539803621,-105.988443621538,1,0,0
-89.2233618235147,2.336137818497992,-93.63678729631992,0,0,1
-86.87824767068328,1.9635613595750616,0.0,0,0,0
-94.00222659983424,9.437372216501014,-96.59126687596188,1,0,0
-96.4425027702366,3.758072648232194,-97.17558127699776,1,0,0
-83.9502036325078,1.785033080306493,0.0,0,0,0
-88.94689896567203,69.91844278156317,-85.87928050110756,0,1,0
-88.19315164237659,5.191511071013292,-83.33953674581133,1,0,0
-85.60151641264245,1.5758014871497286,0.0,0,0,0
-100.93107922181154,66.8842376906938,-99.15270515452258,0,1,0
-89.32528628040382,1.8599059507816251,0.0,0,0,0
-80.76288490814886,1.6325147898038654,0.0,0,0,0
-84.45787163283346,1.162677501164888,-79.5257214828481,0,0,1
-94.1842524842287,1.5884861680093767,-95.58384396585684,0,0,1
-97.50794488897176,1.4408894490120807,-101.23151696848112,0,0,1
-87.61947143167029,1.4522658748667634,0.0,0,0,0
-88.25660795627574,7.967321515873325,-92.33040248966468,1,0,0
-93.02924374125448,1.6968541887735773,-94.27403613777012,0,0,1
-95.26830819747848,8.498037614948387,-97.92461069939984,1,0,0
-100.46032992632207,20.152301703238283,-95.92472847755306,0,1,0
-96.4509639501655,25.448319287386493,-97.27147554835908,0,1,0
-84.35730813478578,2.5129814282976977,0.0,0,0,0
-103.21911506676956,99.42710888385332,-99.0788714804698,0,1,0
-89.30541053074617,2.2729583882645,-85.98085589047636,0,0,1
-93.2836771881087,2.204829219981016,-90.74967613287583,0,0,1
-83.02118211910567,2.37604657765572,0.0,0,0,0
-92.19423188608404,1.766471013420701,-90.74161273189657,0,0,1
-90.7183577413284,7.27092019601637,-86.76976571792126,1,0,0
-92.92029226515598,8.336117281230605,-91.35181517818678,1,0,0
-88.1898892903724,9.239043734771524,-88.83340905645352,1,0,0
-103.209886797859,15.249805447438993,-104.67047954225954,0,1,0
-90.59643254334551,2.067576685083897,0.0,0,0,0
-85.18289167756217,2.420286528878804,0.0,0,0,0
-91.92468626535704,2.1426619425727,-88.59187766281613,0,0,1
-85.28023168465587,5.80716806642868,-89.26053328382571,1,0,0
-96.50325509155608,96.99890511178954,-92.76593196932262,0,1,0
-93.42268987005107,8.027656378865856,-89.0796191801517,1,0,0
-85.65916828073628,91.10960298221252,-84.44733476393796,0,1,0
-93.348710664514,6.442469396400625,-91.09550779046366,1,0,0
-84.24597552321049,2.368915868058121,0.0,0,0,0
-97.83931527462052,33.17483198920784,-97.26860092165715,0,1,0
-84.65072832672247,9.522901885353528,-89.2808538120419,1,0,0
-92.2307612592343,2.1749102857032514,-95.60259340014726,0,0,1
-93.85523178749985,2.8386336176520137,-98.3235827729284,0,0,1
-86.74245091475952,2.238345577315516,0.0,0,0,0
-93.43222834098768,6.500948601551484,-95.86209054776548,1,0,0
-89.11523016343847,8.771734468145521,-86.83848797971136,1,0,0
-79.5266556323309,2.7698633425567465,0.0,0,0,0
-86.07292817966095,2.971772586256175,-84.37778603808344,0,0,1
-89.03692263882361,2.42850760652057,-92.3425321494472,0,0,1
-86.64529857158163,2.249795994607568,-88.69816869234937,0,0,1
-89.95414700807314,9.828371884577908,-89.00283374916023,1,0,0
-109.85811853920984,33.14093103422563,-112.67852814390022,0,1,0
-87.5396818850583,1.2998936114893582,0.0,0,0,0
-93.75887070469972,29.97201178000004,-92.44777595010528,0,1,0
-85.21440021587073,2.940761639568162,-82.66085638482016,0,0,1
-82.86261579202261,2.761429462109472,0.0,0,0,0
-94.56417345211644,2.8808940512866026,-95.65592281116238,0,0,1
-92.9036452008379,42.17480343685271,-90.30452601067384,0,1,0
-89.12039847705827,7.824889726857414,-93.5159574603464,1,0,0
-96.91410205641893,70.46727539260472,-99.7277885823442,0,1,0
-98.29315563554438,79.4041908430982,-97.64018514020044,0,1,0
-87.53316254250085,2.4532544638941087,-90.70878297228587,0,0,1
-85.83040236697866,2.2774134048969303,-83.93431775760443,0,0,1
-84.35582226770313,2.7440822082958185,0.0,0,0,0
-88.28153439221738,2.4781063399895538,-89.83701210674577,0,0,1
-93.57635740169177,3.4745736931426103,-93.14762947218082,1,0,0
-85.25248140842221,2.408348924810019,0.0,0,0,0
-87.13030690083743,1.3618557723627494,0.0,0,0,0
-83.39623352393892,1.670360600793651,0.0,0,0,0
-90.607100116984,2.6269917183782168,-89.23826363011403,0,0,1
-99.79337348300228,85.84167983636802,-100.53909087381923,0,1,0
-84.54927304916653,2.480715304395452,0.0,0,0,0
-82.5237274586496,1.1701039233914252,0.0,0,0,0
-103.14786242524244,78.57847450515517,-99.69293942361853,0,1,0
-82.7060457189504,2.7863581623072897,0.0,0,0,0
-99.52128803109596,64.76316530826398,-99.10259047875353,0,1,0
-88.80578017228224,1.053410543764957,-93.13576525269065,0,0,1
-89.56233718860486,2.75170676990044,-86.63943683298838,0,0,1
-85.28909443519427,88.92929431928496,-85.88115702385261,0,1,0
-82.08476865916472,1.080079764176742,-82.6884327811561,0,0,1
-89.90743915515144,7.171737344839591,-90.35423454583182,1,0,0
-81.61239213229628,2.195356847717484,0.0,0,0,0
-92.611649517893,5.25819281617655,-91.85752823007692,1,0,0
-88.7554393932865,9.432269576605949,-85.60502639739153,1,0,0
-87.50842378710769,3.989523651852172,-83.24914708884829,1,0,0
-85.33968627135285,2.950871736641602,-84.17364032152196,0,0,1
-82.21988745494116,2.580265615563824,0.0,0,0,0
-86.5770006369809,5.436327970972338,-86.64877276818183,1,0,0
-90.82004188811004,9.112743746210125,-95.04486277765945,1,0,0
-81.87695081119278,2.9923806319157533,0.0,0,0,0
-85.32866043636889,1.2802786262406196,-84.86748567000346,0,0,1
-94.37563992106124,7.217221359247674,-96.73743693189358,1,0,0
-96.679397359358,53.52487935746257,-92.69227468757968,0,1,0
-93.759459303109,84.66259051931189,-93.64491496455956,0,1,0
-94.61727198868756,44.287036358380426,-94.65113880459744,0,1,0
-83.1005880864613,1.8175378639556456,0.0,0,0,0
-82.18979702989789,2.485594429191159,0.0,0,0,0
-85.70113255096297,2.9301174286584235,-85.54119424139071,0,0,1
-80.868120877455,1.0005560515501104,0.0,0,0,0
-86.65136897922434,1.2734504236632198,-87.48893749948193,0,0,1
-91.5565848850248,6.55315748862864,-91.91022427492427,1,0,0
-95.11056884550462,5.805010871355647,-98.3948348003764,1,0,0
-95.42833470722924,18.699825226854365,-90.7481196040265,0,1,0
-85.98188877014634,1.673113488377059,0.0,0,0,0
-87.00221566305423,6.967527909986811,-83.17666645837255,1,0,0
-89.10135087199981,2.8994339370348303,0.0,0,0,0
-90.5344516722278,2.827551353280639,-86.47198797572807,0,0,1
-88.93021744694545,3.0324493745825984,-90.37311171517136,1,0,0
-95.25934677981516,64.57517621763672,-90.69416517011362,0,1,0
-84.49740285971242,1.286237748158274,0.0,0,0,0
-93.09932859243048,2.9068188969471622,-89.48497298367852,0,0,1
-91.90394612949696,2.2842474654576392,0.0,0,0,0
-84.55110958511996,1.0924041515681862,0.0,0,0,0
-86.70052077707898,1.4512592786544234,-81.92071762298471,0,0,1
-90.83694126733964,3.272666921797603,-88.56371616464513,1,0,0
-86.0187830901029,1.7171157376955488,0.0,0,0,0
-87.94543575070576,1.2379414494337526,-89.17655751666769,0,0,1
-84.3131825584532,1.9782998447479725,0.0,0,0,0
-105.07332109950208,45.178379777846445,-100.43990359582196,0,1,0
-99.86354960012424,1.0743554538650943,-95.65482001786413,0,0,1
-82.360378644728,6.18498666881583,-78.27289337684685,1,0,0
-88.32749296293292,2.113699367119088,-91.0320196071987,0,0,1
-96.01482829248812,3.4817528074175947,-100.58340315924984,1,0,0
-87.66766698803062,1.2827833941094895,-92.44161976231092,0,0,1
-85.7961371847398,8.50689621787615,-82.41323681610147,1,0,0
-86.89276994948649,5.014689685434786,-86.61153887189519,1,0,0
-94.18794038763149,11.315927495115332,-89.86039366027711,0,1,0
-88.01142073890811,1.6852060297766207,-88.8314305557655,0,0,1
-88.64101959994699,4.470436853620914,-84.1399506626642,1,0,0
-90.59417759820695,7.087768170321402,-85.66994514231013,1,0,0
-81.5201718036759,2.9256722810362983,0.0,0,0,0
-89.0561802368249,5.85375812179174,-88.09652848268834,1,0,0
-87.76924036251168,1.2286348950403123,-90.5717570857596,0,0,1
-84.18620558921664,2.1759896361308604,0.0,0,0,0
-88.92889505116536,3.5467704703710146,-90.00318597780614,1,0,0
-80.83336472996456,2.613543224393549,0.0,0,0,0
-90.05611765866419,48.695775091956,-92.11892083343572,0,1,0
-88.30336905700848,3.4484588768315296,-93.21785891320764,1,0,0
-91.16573429191855,1.2990623905252945,-87.5795208649408,0,0,1
-96.16201105605155,68.99933984781514,-91.77312457248284,0,1,0
-88.92073811368631,2.072854018446828,-88.05802967230565,0,0,1
-86.65120883291539,2.644260908205242,-86.68985415191607,0,0,1
-102.8773483747578,23.46390341702584,-107.35164807267172,0,1,0
-94.01627808099204,16.96025897769934,-89.12847759743458,0,1,0
-93.9865768989136,4.479741522479589,-98.77249942829344,1,0,0
-85.55666050660122,5.444742697694228,-82.28615559638725,1,0,0
-82.58923991969763,1.7626467619693116,0.0,0,0,0
-85.071603015835,2.1688350113514185,0.0,0,0,0
-90.8858556282581,3.6516172405783056,-89.93399591270554,1,0,0
-93.44598007993916,1.81995953707448,-96.83729728702208,0,0,1
-81.73711011311698,2.5903979134274744,0.0,0,0,0
-91.0263193113808,8.08752811533401,-95.33106136032684,1,0,0
-90.60841996076012,40.60804535566899,-94.98015928460173,0,1,0
-81.50661187148432,1.2424139761860078,0.0,0,0,0
-89.1007768343108,1.3862206421315169,-92.56248545627616,0,0,1
-92.01589484159734,31.031745142355614,-87.99693314250548,0,1,0
-81.66314136966105,2.8074025703110577,-78.44999523911753,0,0,1
-90.56121109706967,2.383008841933243,0.0,0,0,0
-88.65754767994727,1.4908417437138153,0.0,0,0,0
-98.77626980768044,36.659460729419706,-101.0005291664533,0,1,0
-89.08736696934164,2.377212225415475,0.0,0,0,0
-95.5878717009377,5.510003925249981,-93.21391244768829,1,0,0
-81.00147181490067,1.5294771376977043,0.0,0,0,0
-86.87352095159041,3.7913922370944926,-91.2815164411036,1,0,0
-83.94150655333858,2.709902385775214,-81.59103517319589,0,0,1
-84.31833185060106,1.899546711986229,0.0,0,0,0
-87.03019038660281,1.2302499576228698,0.0,0,0,0
-87.99196142382593,98.06782803504656,-86.62354489967751,0,1,0
-90.58235610159744,12.55835307481247,-90.4052602037959,0,1,0
-94.55845046976214,2.4916295671178066,-91.27006963069304,0,0,1
-86.75067151639335,1.111830134045803,-90.77691178536348,0,0,1
-91.78364604496826,57.290431550990434,-94.0041867291195,0,1,0
-97.49783083751008,71.31397678890987,-94.22256566882623,0,1,0
-89.76585071761997,2.746645186096759,-92.80913193969768,0,0,1
-91.280527215825,1.115427774044587,-88.0950443709313,0,0,1
-94.7025807029443,2.199397656470251,-95.58174103182763,0,0,1
-81.5005540095996,1.0927811549025404,-83.30597742795042,0,0,1
-92.32946770749174,6.83047661750404,-92.82615099901788,1,0,0
-83.58550317775686,2.060016501033446,0.0,0,0,0
-85.93802365561864,2.452499423855459,0.0,0,0,0
-79.64718431875248,2.4583935982053324,0.0,0,0,0
-81.41848878917858,1.4508125188326173,0.0,0,0,0
-90.17634552256273,56.07919709806352,-90.07065365736878,0,1,0
-88.314377643158,2.3941325883380804,-87.54648511432401,0,0,1
-87.89820246931491,1.9977940579713964,-84.77874150835464,0,0,1
-98.186086937417,1.5712139763901645,-99.52050731775324,0,0,1
-90.72265372066036,2.076605677297686,-89.97297634681031,0,0,1
-92.52119950108472,52.94223534568548,-95.41490575816734,0,1,0
-90.15764549739164,2.934951106025741,0.0,0,0,0
-94.58145515671478,30.73789635565912,-97.036887754098,0,1,0
-89.82543885619899,4.40779893451714,-94.71899874946804,1,0,0
-95.66036789190017,6.320988653911863,-98.92642734065872,1,0,0
-84.70846129480834,2.537202864650972,-86.17278327142101,0,0,1
-90.61813413244718,96.62285275049342,-94.04840123869802,0,1,0
-90.42563244593566,2.811840237301224,-89.98432535233368,0,0,1
-84.37041615616518,2.8381621156954253,0.0,0,0,0
-85.72596792130152,1.6996882008646654,0.0,0,0,0
-86.56186184688724,5.885819188441617,-88.54165166893551,1,0,0
-94.03108400422188,63.58136315168666,-96.3166355675487,0,1,0
-88.06605417445347,2.306171099507506,0.0,0,0,0
-97.88398488279977,2.015258351348215,-102.04179124093284,0,0,1
-83.18406651793255,7.6292496352484225,-83.16776972077126,1,0,0
-87.59271140913967,8.646220437700364,-92.50791582502757,1,0,0
-92.90136190895804,9.696105747445223,-89.12425164968653,1,0,0
-80.23665851286945,1.72569719557656,0.0,0,0,0
-101.00491314091164,95.41048639962077,-104.43696802403544,0,1,0
-82.43087368743936,2.8075930738994,0.0,0,0,0
-96.10141248548794,7.075104292568313,-91.8342594937909,1,0,0
-87.47821568802473,7.133457911262113,-89.65769863921246,1,0,0
-94.70368962313134,76.87925600063926,-93.91982733828598,0,1,0
-86.34890312263234,2.622274045567972,-89.65518544871824,0,0,1
-87.17254813697778,6.692239083119301,-82.87173029999767,1,0,0
-94.0204181117532,50.22295987804287,-95.90125398318035,0,1,0
-86.0923055052554,14.92238905245855,-89.78838108073433,0,1,0
-95.07784298124838,5.638657305293355,-98.6604083699645,1,0,0
-89.43621760536902,63.3284924482408,-89.31252021169921,0,1,0
-96.70272604335425,4.928627528420724,-101.58016763676828,1,0,0
-97.90653403852176,70.36067891339957,-97.1642444489878,0,1,0
-87.40679956770973,1.724580966598757,0.0,0,0,0
-84.84471912855804,2.136170865450201,0.0,0,0,0
-92.09748223412126,2.3029042584744737,-88.94214331485813,0,0,1
-95.07851499199936,15.17927228982816,-97.67591826373322,0,1,0
-82.68294663430123,2.003087265984216,0.0,0,0,0
-93.69851968390608,73.2787605874947,-89.57042033560917,0,1,0
-83.52686157684361,8.694565641680864,-83.16114251087323,1,0,0
-93.19482597916962,4.079797869255412,-93.86987802655672,1,0,0
-85.79390778714104,8.598811826952042,-83.28683513269372,1,0,0
-86.00945758929808,2.699353639190025,0.0,0,0,0
-87.81858004776934,2.216090146096265,0.0,0,0,0
-85.21238631816813,1.8766279347379389,0.0,0,0,0
-88.6408577012422,2.7211135792188683,0.0,0,0,0
-80.795089347543,2.733620712808817,-80.73100014251526,0,0,1
-97.18733714373543,85.88447205990333,-100.83867176215236,0,1,0
-84.24332942161388,19.81340023502409,-85.03250855072402,0,1,0
-95.7872185473946,2.862076403688305,-96.91887939789932,0,0,1
-98.4063175975644,50.87845418469194,-94.13073200524607,0,1,0
-84.78680248348442,8.43897030861465,-86.17426630324316,1,0,0
-86.26939003231548,1.9824872106242624,0.0,0,0,0
-81.58986947625397,2.584609661330866,0.0,0,0,0
-91.14437139881042,2.74055627844871,-91.7334564573824,0,0,1
-94.29343852099836,5.58088800157224,-91.58557233323,1,0,0
-91.81268097421592,1.7458987232882688,0.0,0,0,0
-93.13524595105218,1.4465319898849724,-92.97007581852954,0,0,1
-91.36424076737624,1.6392708654553714,-87.16671838836754,0,0,1
-87.58225073806999,1.327037109590592,-86.16038386669202,0,0,1
-92.45049477411152,1.8589798732400935,-94.24405880417356,0,0,1
-93.3938554469617,82.97661553692177,-89.23683873105594,0,1,0
-93.07268256560953,7.327801075113003,-89.26174237154292,1,0,0
-84.58232581113552,4.86983406690607,-88.1715435809601,1,0,0
-95.3600877734113,77.48494966516893,-90.76971769900383,0,1,0
-85.071453754301,1.0500472815962534,0.0,0,0,0
-78.73701758628341,1.5416877298676344,0.0,0,0,0
-86.29372593204813,1.8837639159742607,0.0,0,0,0
-89.43809852594788,1.99663437366592,-87.20199409714917,0,0,1
-87.03102513839583,2.6295194020868564,0.0,0,0,0
-88.50215184884567,7.623397447225714,-88.56024838265692,1,0,0
-90.17012999396452,1.957313049400093,0.0,0,0,0
-82.39663192294587,2.1824939337143787,0.0,0,0,0
-82.42636891593708,6.089552449018522,-85.66154171288701,1,0,0
-89.82020984956134,2.782198851751943,-88.23504524289247,0,0,1
-84.87509304186305,1.4358466962224132,-80.7312628597885,0,0,1
-83.25581685150365,5.666173589846968,-81.91454283875233,1,0,0
-89.7124946556276,9.81589294695202,-85.59916118934578,1,0,0
-86.38436171690661,6.447699869446614,-85.76862701103413,1,0,0
-91.32411446006306,1.0233192763199372,0.0,0,0,0
-89.49939553709152,2.563870403459544,-85.57606398511524,0,0,1
-98.30587030949404,79.0518285459852,-97.04430131271394,0,1,0
-83.42578681419953,2.816614933067779,0.0,0,0,0
-82.34211962836764,2.509951644156083,0.0,0,0,0
-94.2254495943053,3.7464373392824544,-96.53412536951517,1,0,0
-92.57224972764108,1.658770150727799,-96.48284047243698,0,0,1
-81.53093276563786,2.445049731645122,0.0,0,0,0
-95.74204569460842,1.6755190760376195,-100.68982706996916,0,0,1
-93.94375696171838,81.41722061657559,-94.16497603549276,0,1,0
-97.71342475032657,74.30979190354749,-96.18334383742152,0,1,0
-94.86729207710177,80.36056142692111,-96.68206416782424,0,1,0
-89.67335685039447,6.648540757588175,-93.68323276788092,1,0,0
-93.9110817544287,51.39333106731832,-92.74265961729029,0,1,0
-83.7778307690628,2.1465779616988567,0.0,0,0,0
-80.94183368367034,2.9387810167284165,0.0,0,0,0
-96.95112355499629,2.2686050311188626,-99.00381419088096,0,0,1
-97.07862492278171,73.94762914469071,-99.68902636330436,0,1,0
-84.91297592727108,1.1136200758688055,0.0,0,0,0
-88.23570821217967,2.887361020687327,-85.62482821368015,0,0,1
-90.33104211177334,1.1647551091812631,0.0,0,0,0
-90.13841534754728,7.608358956368975,-92.38254953248104,1,0,0
-85.65730026639747,1.4196113893885067,0.0,0,0,0
-92.86034512824372,95.4964381623732,-96.6720267414842,0,1,0
-80.91579643315342,1.840036963708921,0.0,0,0,0
-91.88877538485082,8.169821760717873,-92.4424937186242,1,0,0
-89.00153638993726,9.032172498279788,-84.59527936161074,1,0,0
-82.79930217476527,1.3736938026957897,0.0,0,0,0
-100.05283059068336,85.44462527461233,-95.8728999796674,0,1,0
-84.59696038132682,1.0606383554637189,0.0,0,0,0
-86.40954820537087,3.479238554812365,-90.90691374113128,1,0,0
-95.51443784125485,74.76055849676774,-97.54494455975916,0,1,0
-81.17395986532624,2.488114923319705,0.0,0,0,0
-88.18423797058958,2.2894220173761437,-89.26667354602664,0,0,1
-83.6421112900096,1.839259629939499,0.0,0,0,0
-102.81746024131854,68.36385661162423,-106.5039149795086,0,1,0
-97.09633903435711,29.57587148972508,-96.17906411935748,0,1,0
-85.15589486308362,2.7237344821830147,-88.59295251695306,0,0,1
